ETL_PIPELINE_DK,ETL_PIPELINE_GROUP,ETL_PIPELINE_ACTIVE_IND,ETL_PIPELINE_TASK_GROUP,SRC_SYSTEM_ABBR,SRC_SERVER_NAME,SRC_TYPE,SRC_DB_NAME,SRC_AKV_SECRET_NAME,SRC_SCHEMA_NAME,SRC_TABLE_NAME,SRC_COLUMN_LIST1,SRC_COLUMN_LIST2,TGT_TYPE,TGT_DB_NAME,TGT_LH_ID,TGT_SCHEMA_NAME,TGT_TABLE_NAME,TGT_STORAGE_PATH,INCREMENTAL_IND,KEY_FIELD1,INCREMENTAL_FIELD1,SRC_LAST_EXTRACT_DTM,SRC_LAST_EXTRACT_STAMP,SRC_FULL_REFRESH_DTM,ETL_PIPELINE_SK
1,Salesforce,1,Salesforce_01,sf,,Table,,,,Account,"Id,IsDeleted,MasterRecordId,Name,Type,RecordTypeId,ParentId,BillingStreet,BillingCity,BillingState,BillingPostalCode,BillingCountry,BillingLatitude,BillingLongitude,BillingGeocodeAccuracy,ShippingStreet,ShippingCity,ShippingState,ShippingPostalCode,ShippingCountry,ShippingLatitude,ShippingLongitude,ShippingGeocodeAccuracy,Phone,Fax,AccountNumber,Website,PhotoUrl,Sic,Industry,AnnualRevenue,NumberOfEmployees,Ownership,TickerSymbol,Description,Rating,Site,OwnerId,CreatedDate,CreatedById,LastModifiedDate,LastModifiedById,SystemModstamp,LastActivityDate,LastViewedDate,LastReferencedDate,Jigsaw,JigsawCompanyId,AccountSource,SicDesc,ConnectionReceivedId,ConnectionSentId,RM_Image_URL__c,Angst_Responsiveness__c,Assets__c,Became_Client__c,Effort_Level__c,Expected_Annual_Revenue__c,Last_Due_Diligence_Performed__c,Last_EE_Meeting_Date__c,Last_EE_Meeting_Type__c,Last_Employee_Education_Meeting__c,MM_Account_Industry_del__c,MM_Became_Client_Pensionmark__c,MM_Due_Diligence_Frequency__c,MM_EE_Meeting_Frequency__c,MM_Last_Due_Diligence_Performed__c,MM_Last_EE_Meeting_Date__c,MM_Last_EE_Meeting_Type__c,MM_Number_Of_Employees__c,MM_OM_Contact_Info_Pensionmark__c,MM_Years_As_Client__c,Newsletters_Requested__c,Number_of_Employees__c,Opp_Est_Revenue__c,Original_Created_By__c,Original_Created_Date__c,Ownership_Structure__c,Participants__c,Phone_Ext__c,Plan_Type__c,Operations_Manager_pensionmark__c,Projected_12Mo_Revenue__c,Referral_Company1__c,Referral_Name__c,Referral_Producer1__c,Referral_Source__c,Relationship_Manager_pensionmark__c,Rep_Name_Number__c,Service_Level__c,State__c,Tax_ID__c,Total_Annual_Contributions__c,Total_AUM_Client__c,Total_AUM_Provider__c,Travel__c,Business_Phone__c,Institutional_Referral_Source__c,QP_Center_of_Influence__c,Additional_Company_Locations__c,Additional_Types_Pensionmark__c,Annual_Review_on_Calendar__c,Annual_Review_on_Calendar_Date__c,Call_Center__c,Education__c,Education_Meeting_Timing__c,EE_Meeting_Frequency__c,Employee_Education_Notes__c,Fiduciary_Support__c,ID_Status__c,LPL_R_RepID__c,Prospect__c,Operations__c,OM_Contact_Info__c,RM_Contact_Info_pensionmark__c,Total_Effort__c,Total_Profit_Quotient__c,Anniversary_Month__c,Logo__c,OM_Image_URL__c,Participants_Enrolled_in_PFP__c,Number_of_Client_Contacts__c,Method_of_EE_Campaign_Delivery__c,If_Direct_Date_of_Last_Census_Download__c,If_Direct_Auto_enroll_to_which_campaign__c,if_Direct_frequency_to_update_census__c,Years_As_Client__c,Logo_URL__c,Number_of_Contacts__c,Profit_Quotient__c,Actual_Revenue_12_Mo__c,Effort_Level_Converted__c,Years_as_Client_Text__c,Future_RM__c,Close_Date__c,LegacyAccountID__c,Participant_Phone_Access__c,Participant_Phone_Access_Spanish__c,Participant_Web_Access__c,Participant_Web_Access_Spanish__c,Participant_Access_Instructions__c,Participant_Access_Instruction_Spanish__c,Notes__c,RM_Designations__c,Logo_Image__c,RM_Email__c,RM_Image__c,RM_Name__c,RM_Phone_Fax__c,RM_State_Licenses__c,RM_Title__c,ASP_Fee__c,ASP_Override_on_SMA__c,SMA_Effective_Date__c,RIA_Business__c,Monthly_Tristar_Allowance__c,Marketing_Allowance__c,of_Corporate_Sponsored_SF_Accounts__c,CFS_Payout__c,PFG_Payout__c,Blended_Payout__c,Estimated_Production__c,Estimated_AUM__c,Firm_Toolset_Subscription__c,Wealth_Management_Clients__c,Expected_Annual_Revenue_Calc__c,Owner_Active__c,Account_Name_adjusted__c,Lead_Advisor_s__c,Last_EE_Meeting_Type_RH__c,Anniversary_Date_CurYr__c,Activities_12M__c,SA_Sponsor_12m__c,SA_Participant_12M__c,SA_Provider_12m__c,SA_Header__c,SA_Other_12m__c,Green_Dot_Yes__c,CapTrust_Client__c,Last_EE_Meeting_Date_RH__c,Business_Code__c,TaxID_BadFormat__c,Last_EE_Meeting_Name_RH__c,Last_ER_Meeting_Date_RH__c,Last_ER_Meeting_Type_RH__c,Last_ER_Meeting_Name_RH__c,SA_Participant_YearEnd__c,SA_Sponsor_YearEnd__c,SA_Provider_YearEnd__c,SA_Total_YearEnd__c,SA_Other_YearEnd__c,X18_Character_Salesforce_ID__c,O1_Firm_History__c,O2_Ownership_Structure__c,O3_Firm_Investment_Philosophy__c,O4_Investment_Governance_Process__c,O5_Organizational_Changes_Last_5_years__c,O6_Firm_Investment_Committee_Structure__c,O7_Number_of_Investment_Professionals__c,O8_Internal_Training_Procedures__c,O9_Trading_Cost_Monitoring_Process__c,O10_Capital_Market_Projection_Process__c,O11_Total_AUM_All_Products__c,O12_Sample_Research__c,of_Branch_Locations__c,ASP_Rainmaker_Qual_as_Group__c,Number_of_Funds_Reviewed__c,Investment_Firm_Update_URL__c,Alert_Message__c,Group_Acct_Plan_No__c,Plan_Filing_Bus_Code__c,Plan_Filing_Industry_Descrip__c,Total_Plan_Balances__c,Number_of_Active_Participants__c,Logo_Override__c,SMARTMap__c,Loss_Date__c,Ideal_Day_of_Week__c,Plans_Synced_With_ERS__c,Ideal_Time__c,Fidelity_Plan__c,Days_to_Avoid__c,May_Use_as_Client_Reference__c,BillDtl_CalcMethod__c,BillDtl_CommissPct__c,BillDtl_AdvisorFeeAmt__c,BillDtl_CommissNotes__c,BillDtl_AdvisorFeeNotes__c,BillDtl_Invoice_Email__c,BillDtl_Invoice_Email2__c,BillDtl_Invoice_Email3__c,BillDtl_Payment_Method__c,BillDtl_AnnualCap__c,First_Day_PrevQtr_Txt__c,Number_of_Active_Plans__c,Workflow_Trigger__c,RK_AUM_total_plans_on_your_platform__c,RK_Describe_awards_or_recognition__c,RK_Describe_firm_overview_and_history__c,RK_Describe_retirement_plan_commitm__c,RK_Number_of_401k_Plans__c,RK_Number_of_403b_Plans__c,RK_Number_of_457_Plans__c,RK_Number_of_Cash_Balance_Plans__c,RK_Number_of_Defined_Benefit_Plans__c,RK_Number_of_Money_Purchase_Plans__c,RK_Number_of_NQDC_Plans__c,RK_Number_of_Plans_10m_to_50m__c,RK_Number_of_Plans_1m_to_10m__c,RK_Number_of_Plans_200_to_500m__c,RK_Number_of_Plans_500m_to_1b__c,RK_Number_of_Plans_50m_to_200m__c,RK_Number_of_Plans_over_1b__c,RK_Number_of_Plans_under_1m__c,RK_Plans_10000_Participants_or_more__c,RK_Plans_1000_to_4999_Participants__c,RK_Plans_100_to_499_Participants__c,RK_Plans_5000_to_9999_Participants__c,RK_Plans_500_to_999_Participants__c,RK_Plans_under_100_Participants__c,RK_Provide_contact_oversee_questions__c,RK_What_plan_types_do_you_serve__c,RK_Response_Date__c,RK_Number_of_plans_on_your_platform__c,Number_of_RP_Products__c,Home_Office_3_38__c,BillDtl_Special_Handling__c,Plan_Sponsor_Points__c,Webinar_Points__c,Gamification_Email_Opt_Out__c,Number_of_DB_NQDC_CB_MP_Plans__c,Exclude_from_Gamification__c,Next_ER_Meeting_Date__c,Next_ER_Meeting_Scheduled__c,Plan_IDs__c,Account_Owner_Role__c,Wealth_Referral_Notes__c,ER_Meeting_Frequency__c,Payroll_Provider__c,Branch_Disclosure__c,Plan_Sponsor_Email_Sender_Name__c,Branch_Name__c,FW_Sender_Name__c,Marketing_Emails_Clicked__c,Marketing_Emails_Delivered__c,Marketing_Emails_Opened__c,Branch_Manager__c,Branch_Registration_Type__c,Remote_Deposit_Program__c,SA_Calls_12m__c,Participants_Enrolled_in_Incentive__c,Total_Webinar_Registrants__c,SA_Emails_12m__c,SA_Live_Chats_12m__c,SA_Bookings_Calls_12m__c,SA_Total_Calls_12m__c,Employees_Enrolled_in_SMARTMap_App__c,Employees_Enrolled_in_Foundational_Plann__c,FoundationalPlanningCalls12m__c,Foundational_Planning_Call_Minutes_12m__c,Is_Payor_Provider__c,Next_EE_Meeting_Date__c,Next_EE_Meeting_Scheduled__c,Venrollment_Link__c,Employees_Enrolled_in_SMARTMap_U__c,Next_EE_Meeting_Name_RH__c,Next_EE_Meeting_Type_RH__c,Next_ER_Meeting_Name_RH__c,Next_ER_Meeting_Type_RH__c,Sponsor_Census_Upd_Notice_Email__c,Region__c,Subregion__c,SAOW_Employee_Benefits__c,SAOW_Retail__c",,Table,Stage_Lakehouse,55e6e9d7-dfb2-46e8-ba07-6d98d9830021,dbo,sf_Account,,0,Id,LastModifiedDate,1/1/1900,,,1
2,Salesforce,1,Salesforce_01,sf,,Table,,,,BD_RIA_Compensation__c,"Id,IsDeleted,Name,RecordTypeId,CreatedDate,CreatedById,LastModifiedDate,LastModifiedById,SystemModstamp,LastActivityDate,LastViewedDate,LastReferencedDate,ConnectionReceivedId,ConnectionSentId,Settlement_Date__c,Pay_Cycle_Date__c,Pershing_Trade_Date_Import__c,Gross_Amount__c,Payor__c,Payment_Type__c,Institutional_Account__c,RepID__c,Payment_Status_old__c,WM_Account_Name__c,Client_Name__c,Adjustment_Type__c,Comment__c,Earned_Period_start__c,Earned_Period_end__c,PFG_Instl_RIA_Contract_in_Place__c,Notes__c,PFG_Wealth_RIA_Contract_in_Place__c,Pershing_Settlement_Date_Import__c,Payment_Status__c,Envestnet_Firm_Fee__c,Payor_Adj__c,Lead_Advisor__c,Amount_On_Hold__c,Amount_Paid__c,Client_Name_40__c,Account_Linked__c,Payor_Lookup__c,SUBACCOUNT__c,SUBACCOUNT_NAME__c,CHARGEABLE_ASSET_AMOUNT__c,Trade_Date__c,Trade_Share_Qty__c,Security_Description__c,Symbol__c,CUSIP__c,Price_per_share__c,Cap_Product_Code__c,Capfinancial_Trans_ID__c,Pershing_Product_Code__c,Amt_B_D__c,Amt_RIA__c,Capfinancial_CUSIP__c,Capfinancial_CUSIP_Name__c,Capfinancial_Client_Name__c,Envestnet_Acct__c,Envestnet_Client_Name__c,Envestnet_Acct_Title__c,Envestnet_Billable_Value__c,Envestnet_Advisor_Fee__c,Fidelity_Acct__c,Fidelity_Client_Name__c,Fidelity_Trade_Date__c,Fidelity_Qty__c,Fidelity_Price__c,Fidelity_Principal__c,Fidelity_CUSIP__c,Fidelity_CUSIP_Desc__c,Amt_Xpns__c,PM_BD_Dealer_Number__c,Provider__c,BD_Account_Number__c,BD_Account_Name__c,BD_CUSIP__c,BD_CUSIP_Name__c,Sort_Comp_Stmt_Detail__c,Payment_Status_Value__c,Discretionary_Service_Type__c,Provider_Acct__c,Advisor_Total_Split__c,Lead_Advisor_Payout_from_RepInfo__c,ASP_Fee_from_RepInfo__c,In12Months__c,Amt_Advance__c,BD_Trade_Date__c,Pay_Cycle_Active_Date__c,Pay_Cycle_Active_Payable__c,Pay_Cycle_Active_Date_Value__c,Pay_Cycle_Future__c,BD_Trans_Type__c,Pay_Cycle_Previous_Date__c,WMAcct_LastModified__c,Pay_Cycle_Previous_Paid__c,PM_RIA_DEALER_NUMBER__c,RIA_CUSIP__c,RIA_CUSIP_NAME__c,RIA_ACCOUNT_NUMBER__c,RIA_ACCOUNT_NAME__c,RIA_TRADE_DATE__c,RIA_TRANS_TYPE__c,RIA_DST_Provider__c,Payor_Name__c,RepID_Includes_RevShare_Partcp__c,Sent_to_NetSuite__c,Earned_Period__c,Boomi_Integration_Error_Log__c,Lead_Advisor_is_Particp__c,Dept__c,Budget__c,Region__c,PSC_Instl_BD_Contract_in_Place__c,PSC_Wealth_BD_Contract_in_Place__c,RepID_for_Compensation__c,RepIDCompDiff__c,Plan_ID_18char__c,RepID_Type__c,WM_Acct_18char__c,Lead_Advisor_ASP_Branch__c,Do_Not_Accrue__c,Paid_in_Current_Month__c,Paid_in_Current_Qtr__c,Interim_TrueUp_Client__c,Tamarac_Acct__c,Tamarac_Acct_Txt__c,Tamarac_Acct_Name__c,Tamarac_Billable_Value__c,Tamarac_Custodian_Provider__c,Tamarac_ENV_Billable_Value__c,Tamarac_WM_Household__c,Subsidiary_Old__c,Volume__c,Product__c,Product_Type__c,Subsidiary__c,SFID_18Char__c,Product_Name__c,RepID_Descriptions__c,Product_Security__c,Division__c,Pay_Cycle_YYYY__c,SettlemtDtGTPayCycleTgtActv__c,Pay_Cycle_MMM__c,AdvisorConnect_Ingestion_ID__c,CreatedYYYY__c,CreatedM__c,CreatedMM__c,CreatedMMM__c,CreatedYYYYMM__c,CreatedMMMYYYY__c",,Table,Stage_Lakehouse,55e6e9d7-dfb2-46e8-ba07-6d98d9830021,dbo,sf_BD_RIA_Compensation__c,,1,Id,LastModifiedDate,1/1/1900,,,2
3,Salesforce,1,Salesforce_01,sf,,Table,,,,RepID__c,"Id,OwnerId,IsDeleted,Name,CreatedDate,CreatedById,LastModifiedDate,LastModifiedById,SystemModstamp,LastActivityDate,LastViewedDate,LastReferencedDate,ConnectionReceivedId,ConnectionSentId,RepID_Descriptions__c,Lead_Advisor__c,RepID_Status__c,Total_Split__c,Assets_WM__c,Primary_ID__c,YTD_Fees_Commissions__c,Rolling_12_Month_Compensation__c,Assets_Instl__c,Is_BD_WM_id__c,YTD_Paid_Compensation__c,Is_Fees_Adjustment_ID__c,Pending_Compensation__c,On_Hold_Compensation__c,Advisor_Listing__c,RepID_Type__c,Instl_Accts_under_ID__c,of_WM_Accts_under_ID__c,Per_Wealth__c,Per_Instl__c,Projected_Gross_Revenue__c,Pending_B_D_Gross_Compensation__c,Pending_RIA_Gross_Compensation__c,Is_ASP_Fee_ID__c,Lead_Advisor_Payout__c,Lead_Advisor_TxtVal__c,Workflow_Upd__c,RepID_18Char__c,Pending_Advances__c,Pending_Expenses_Rollup__c,IsDraw_AdvanceID__c,Is_Revenue_Share_ID__c,Is_New_Business_Adj_ID__c,Is_Interim_ID__c,Is_Pass_Thru_ID__c,RepID_Includes_RevShare_Partcp__c,Lead_Advisor_is_Particp__c,TFS_RepID__c",,Table,Stage_Lakehouse,55e6e9d7-dfb2-46e8-ba07-6d98d9830021,dbo,sf_RepID__c,,0,Id,LastModifiedDate,1/1/1900,,,3
4,Salesforce,1,Salesforce_01,sf,,Table,,,,RepID_Splits__c,"Id,IsDeleted,Name,CreatedDate,CreatedById,LastModifiedDate,LastModifiedById,SystemModstamp,LastViewedDate,LastReferencedDate,ConnectionReceivedId,ConnectionSentId,RepID_Description__c,Advisor_Payout_Percent__c,Advisor_Split__c,Net_Payout_pct__c,RepID__c,Advisor_Name__c,Primary_ID__c,Pending_Gross__c,Net_Payable__c,Lead_Advisor__c,On_Hold_Compensation__c,Net_B_D_Payable__c,Adjusted_Gross__c,Net_RIA_Payable__c,Advance_Amount__c,Pending_Expenses__c,Legacy_Payout_Pct__c,RepID_Type__c,ASP_Fee_Pct__c,BD_RIA_Fee_Pct__c,Acq_Revenue_Legacy_Pct__c,Addtl_ASPFee_New_Pct__c,Revenue_Share_Amt__c,Advisor_Pending_Comp__c,Revenue_Share_Pct__c,TFS_Bonus_Pct__c,New_Business_Payout_Rate__c,Pro_Forma_Payout_Rate__c,Legacy_Payout_Amt__c,Pro_Forma_Payout_Amt__c,New_Business_Payout_Amt__c,SalesforceID18Char__c,Legacy_Payout_Rate__c,Interim_Payout_Rate__c,Interim_Payout_Amt__c,New_Business_Payout_Adj__c",,Table,Stage_Lakehouse,55e6e9d7-dfb2-46e8-ba07-6d98d9830021,dbo,sf_RepID_Splits__c,,0,Id,LastModifiedDate,1/1/1900,,,4
